Summer2025HuntTile.create!(
      [
        {id: 1, group_id: 1, field_tile_type_id: 1, gimmick_tile_type_id: 3, gimmick_tile_type_value: 0, is_movable: 1, position_x: 2, position_y: 2},
        {id: 58, group_id: 1, field_tile_type_id: 1, gimmick_tile_type_id: 0, gimmick_tile_type_value: 0, is_movable: 1, position_x: 7, position_y: 15},
        {id: 59, group_id: 1, field_tile_type_id: 1, gimmick_tile_type_id: 0, gimmick_tile_type_value: 0, is_movable: 1, position_x: 8, position_y: 15},
        {id: 60, group_id: 1, field_tile_type_id: 1, gimmick_tile_type_id: 0, gimmick_tile_type_value: 0, is_movable: 1, position_x: 9, position_y: 15},
        {id: 61, group_id: 1, field_tile_type_id: 1, gimmick_tile_type_id: 0, gimmick_tile_type_value: 0, is_movable: 1, position_x: 10, position_y: 15},
        {id: 62, group_id: 1, field_tile_type_id: 1, gimmick_tile_type_id: 0, gimmick_tile_type_value: 0, is_movable: 1, position_x: 11, position_y: 15},
        {id: 63, group_id: 1, field_tile_type_id: 1, gimmick_tile_type_id: 0, gimmick_tile_type_value: 0, is_movable: 1, position_x: 12, position_y: 15},
        {id: 64, group_id: 1, field_tile_type_id: 1, gimmick_tile_type_id: 0, gimmick_tile_type_value: 0, is_movable: 1, position_x: 13, position_y: 15},
        {id: 65, group_id: 1, field_tile_type_id: 1, gimmick_tile_type_id: 0, gimmick_tile_type_value: 0, is_movable: 1, position_x: 14, position_y: 15},
        {id: 66, group_id: 1, field_tile_type_id: 1, gimmick_tile_type_id: 0, gimmick_tile_type_value: 0, is_movable: 1, position_x: 15, position_y: 15},
        {id: 67, group_id: 1, field_tile_type_id: 1, gimmick_tile_type_id: 0, gimmick_tile_type_value: 0, is_movable: 1, position_x: 16, position_y: 15},
        {id: 68, group_id: 1, field_tile_type_id: 1, gimmick_tile_type_id: 0, gimmick_tile_type_value: 0, is_movable: 1, position_x: 17, position_y: 15},
        {id: 69, group_id: 1, field_tile_type_id: 1, gimmick_tile_type_id: 0, gimmick_tile_type_value: 0, is_movable: 1, position_x: 18, position_y: 15},
        {id: 70, group_id: 1, field_tile_type_id: 1, gimmick_tile_type_id: 0, gimmick_tile_type_value: 0, is_movable: 1, position_x: 19, position_y: 15},
        {id: 71, group_id: 1, field_tile_type_id: 1, gimmick_tile_type_id: 0, gimmick_tile_type_value: 0, is_movable: 1, position_x: 20, position_y: 15},
        {id: 72, group_id: 1, field_tile_type_id: 1, gimmick_tile_type_id: 0, gimmick_tile_type_value: 0, is_movable: 1, position_x: 21, position_y: 15},
        {id: 73, group_id: 1, field_tile_type_id: 1, gimmick_tile_type_id: 0, gimmick_tile_type_value: 0, is_movable: 1, position_x: 22, position_y: 15},
        {id: 74, group_id: 1, field_tile_type_id: 1, gimmick_tile_type_id: 0, gimmick_tile_type_value: 0, is_movable: 1, position_x: 23, position_y: 15},
        {id: 75, group_id: 1, field_tile_type_id: 1, gimmick_tile_type_id: 0, gimmick_tile_type_value: 0, is_movable: 1, position_x: 24, position_y: 15},
        {id: 76, group_id: 1, field_tile_type_id: 1, gimmick_tile_type_id: 0, gimmick_tile_type_value: 0, is_movable: 1, position_x: 25, position_y: 15},
        {id: 77, group_id: 1, field_tile_type_id: 1, gimmick_tile_type_id: 0, gimmick_tile_type_value: 0, is_movable: 1, position_x: 26, position_y: 15},
        {id: 78, group_id: 1, field_tile_type_id: 1, gimmick_tile_type_id: 0, gimmick_tile_type_value: 0, is_movable: 1, position_x: 27, position_y: 15},
        {id: 79, group_id: 1, field_tile_type_id: 1, gimmick_tile_type_id: 0, gimmick_tile_type_value: 0, is_movable: 1, position_x: 28, position_y: 15},
        {id: 80, group_id: 1, field_tile_type_id: 1, gimmick_tile_type_id: 5, gimmick_tile_type_value: 3, is_movable: 1, position_x: 29, position_y: 15},
        {id: 81, group_id: 1, field_tile_type_id: 1, gimmick_tile_type_id: 0, gimmick_tile_type_value: 0, is_movable: 1, position_x: 6, position_y: 16},
        {id: 82, group_id: 1, field_tile_type_id: 2, gimmick_tile_type_id: 0, gimmick_tile_type_value: 0, is_movable: 0, position_x: 20, position_y: 16},
        {id: 83, group_id: 1, field_tile_type_id: 2, gimmick_tile_type_id: 0, gimmick_tile_type_value: 0, is_movable: 0, position_x: 21, position_y: 16},
        {id: 84, group_id: 1, field_tile_type_id: 1, gimmick_tile_type_id: 0, gimmick_tile_type_value: 0, is_movable: 1, position_x: 22, position_y: 16},
        {id: 85, group_id: 1, field_tile_type_id: 2, gimmick_tile_type_id: 0, gimmick_tile_type_value: 0, is_movable: 0, position_x: 23, position_y: 16},
        {id: 86, group_id: 1, field_tile_type_id: 2, gimmick_tile_type_id: 0, gimmick_tile_type_value: 0, is_movable: 0, position_x: 24, position_y: 16},
        {id: 87, group_id: 1, field_tile_type_id: 2, gimmick_tile_type_id: 0, gimmick_tile_type_value: 0, is_movable: 0, position_x: 25, position_y: 16},
        {id: 88, group_id: 1, field_tile_type_id: 2, gimmick_tile_type_id: 0, gimmick_tile_type_value: 0, is_movable: 0, position_x: 26, position_y: 16},
        {id: 89, group_id: 1, field_tile_type_id: 2, gimmick_tile_type_id: 0, gimmick_tile_type_value: 0, is_movable: 0, position_x: 27, position_y: 16},
        {id: 90, group_id: 1, field_tile_type_id: 2, gimmick_tile_type_id: 0, gimmick_tile_type_value: 0, is_movable: 0, position_x: 28, position_y: 16},
        {id: 91, group_id: 1, field_tile_type_id: 2, gimmick_tile_type_id: 0, gimmick_tile_type_value: 0, is_movable: 0, position_x: 29, position_y: 16},
        {id: 92, group_id: 1, field_tile_type_id: 3, gimmick_tile_type_id: 0, gimmick_tile_type_value: 0, is_movable: 0, position_x: 5, position_y: 17},
        {id: 93, group_id: 1, field_tile_type_id: 3, gimmick_tile_type_id: 0, gimmick_tile_type_value: 0, is_movable: 0, position_x: 6, position_y: 17},
        {id: 94, group_id: 1, field_tile_type_id: 3, gimmick_tile_type_id: 0, gimmick_tile_type_value: 0, is_movable: 0, position_x: 7, position_y: 17},
        {id: 95, group_id: 1, field_tile_type_id: 3, gimmick_tile_type_id: 0, gimmick_tile_type_value: 0, is_movable: 0, position_x: 8, position_y: 17},
        {id: 96, group_id: 1, field_tile_type_id: 2, gimmick_tile_type_id: 0, gimmick_tile_type_value: 0, is_movable: 0, position_x: 20, position_y: 17},
        {id: 97, group_id: 1, field_tile_type_id: 2, gimmick_tile_type_id: 0, gimmick_tile_type_value: 0, is_movable: 0, position_x: 21, position_y: 17},
        {id: 98, group_id: 1, field_tile_type_id: 1, gimmick_tile_type_id: 0, gimmick_tile_type_value: 0, is_movable: 1, position_x: 22, position_y: 17},
        {id: 99, group_id: 1, field_tile_type_id: 2, gimmick_tile_type_id: 0, gimmick_tile_type_value: 0, is_movable: 0, position_x: 23, position_y: 17},
        {id: 100, group_id: 1, field_tile_type_id: 2, gimmick_tile_type_id: 0, gimmick_tile_type_value: 0, is_movable: 0, position_x: 24, position_y: 17},
        {id: 101, group_id: 1, field_tile_type_id: 2, gimmick_tile_type_id: 0, gimmick_tile_type_value: 0, is_movable: 0, position_x: 25, position_y: 17},
        {id: 102, group_id: 1, field_tile_type_id: 2, gimmick_tile_type_id: 0, gimmick_tile_type_value: 0, is_movable: 0, position_x: 26, position_y: 17},
        {id: 103, group_id: 1, field_tile_type_id: 2, gimmick_tile_type_id: 0, gimmick_tile_type_value: 0, is_movable: 0, position_x: 27, position_y: 17},
        {id: 104, group_id: 1, field_tile_type_id: 2, gimmick_tile_type_id: 0, gimmick_tile_type_value: 0, is_movable: 0, position_x: 28, position_y: 17},
        {id: 105, group_id: 1, field_tile_type_id: 2, gimmick_tile_type_id: 0, gimmick_tile_type_value: 0, is_movable: 0, position_x: 29, position_y: 17},
        {id: 106, group_id: 1, field_tile_type_id: 3, gimmick_tile_type_id: 0, gimmick_tile_type_value: 0, is_movable: 0, position_x: 5, position_y: 18},
        {id: 107, group_id: 1, field_tile_type_id: 3, gimmick_tile_type_id: 0, gimmick_tile_type_value: 0, is_movable: 0, position_x: 6, position_y: 18},
        {id: 108, group_id: 1, field_tile_type_id: 3, gimmick_tile_type_id: 0, gimmick_tile_type_value: 0, is_movable: 0, position_x: 7, position_y: 18},
        {id: 109, group_id: 1, field_tile_type_id: 3, gimmick_tile_type_id: 0, gimmick_tile_type_value: 0, is_movable: 0, position_x: 8, position_y: 18},
        {id: 110, group_id: 1, field_tile_type_id: 2, gimmick_tile_type_id: 0, gimmick_tile_type_value: 0, is_movable: 0, position_x: 20, position_y: 18},
        {id: 111, group_id: 1, field_tile_type_id: 2, gimmick_tile_type_id: 0, gimmick_tile_type_value: 0, is_movable: 0, position_x: 21, position_y: 18},
        {id: 112, group_id: 1, field_tile_type_id: 1, gimmick_tile_type_id: 0, gimmick_tile_type_value: 0, is_movable: 1, position_x: 22, position_y: 18},
        {id: 113, group_id: 1, field_tile_type_id: 2, gimmick_tile_type_id: 0, gimmick_tile_type_value: 0, is_movable: 0, position_x: 23, position_y: 18},
        {id: 114, group_id: 1, field_tile_type_id: 2, gimmick_tile_type_id: 0, gimmick_tile_type_value: 0, is_movable: 0, position_x: 24, position_y: 18},
        {id: 115, group_id: 1, field_tile_type_id: 2, gimmick_tile_type_id: 0, gimmick_tile_type_value: 0, is_movable: 0, position_x: 25, position_y: 18},
        {id: 116, group_id: 1, field_tile_type_id: 2, gimmick_tile_type_id: 0, gimmick_tile_type_value: 0, is_movable: 0, position_x: 26, position_y: 18},
        {id: 117, group_id: 1, field_tile_type_id: 2, gimmick_tile_type_id: 0, gimmick_tile_type_value: 0, is_movable: 0, position_x: 27, position_y: 18},
        {id: 118, group_id: 1, field_tile_type_id: 2, gimmick_tile_type_id: 0, gimmick_tile_type_value: 0, is_movable: 0, position_x: 28, position_y: 18},
        {id: 119, group_id: 1, field_tile_type_id: 2, gimmick_tile_type_id: 0, gimmick_tile_type_value: 0, is_movable: 0, position_x: 29, position_y: 18},
        {id: 120, group_id: 1, field_tile_type_id: 3, gimmick_tile_type_id: 0, gimmick_tile_type_value: 0, is_movable: 0, position_x: 5, position_y: 19},
        {id: 121, group_id: 1, field_tile_type_id: 3, gimmick_tile_type_id: 0, gimmick_tile_type_value: 0, is_movable: 0, position_x: 6, position_y: 19},
        {id: 122, group_id: 1, field_tile_type_id: 3, gimmick_tile_type_id: 0, gimmick_tile_type_value: 0, is_movable: 0, position_x: 7, position_y: 19},
        {id: 123, group_id: 1, field_tile_type_id: 3, gimmick_tile_type_id: 0, gimmick_tile_type_value: 0, is_movable: 0, position_x: 8, position_y: 19},
        {id: 124, group_id: 1, field_tile_type_id: 2, gimmick_tile_type_id: 0, gimmick_tile_type_value: 0, is_movable: 0, position_x: 20, position_y: 19},
        {id: 125, group_id: 1, field_tile_type_id: 2, gimmick_tile_type_id: 0, gimmick_tile_type_value: 0, is_movable: 0, position_x: 21, position_y: 19},
        {id: 126, group_id: 1, field_tile_type_id: 1, gimmick_tile_type_id: 0, gimmick_tile_type_value: 0, is_movable: 1, position_x: 22, position_y: 19},
        {id: 127, group_id: 1, field_tile_type_id: 2, gimmick_tile_type_id: 0, gimmick_tile_type_value: 0, is_movable: 0, position_x: 23, position_y: 19},
        {id: 128, group_id: 1, field_tile_type_id: 2, gimmick_tile_type_id: 0, gimmick_tile_type_value: 0, is_movable: 0, position_x: 24, position_y: 19},
        {id: 129, group_id: 1, field_tile_type_id: 2, gimmick_tile_type_id: 0, gimmick_tile_type_value: 0, is_movable: 0, position_x: 25, position_y: 19},
        {id: 130, group_id: 1, field_tile_type_id: 2, gimmick_tile_type_id: 0, gimmick_tile_type_value: 0, is_movable: 0, position_x: 26, position_y: 19},
        {id: 131, group_id: 1, field_tile_type_id: 2, gimmick_tile_type_id: 0, gimmick_tile_type_value: 0, is_movable: 0, position_x: 27, position_y: 19},
        {id: 132, group_id: 1, field_tile_type_id: 2, gimmick_tile_type_id: 0, gimmick_tile_type_value: 0, is_movable: 0, position_x: 28, position_y: 19},
        {id: 133, group_id: 1, field_tile_type_id: 2, gimmick_tile_type_id: 0, gimmick_tile_type_value: 0, is_movable: 0, position_x: 29, position_y: 19},
        {id: 134, group_id: 1, field_tile_type_id: 3, gimmick_tile_type_id: 0, gimmick_tile_type_value: 0, is_movable: 0, position_x: 5, position_y: 20},
        {id: 135, group_id: 1, field_tile_type_id: 3, gimmick_tile_type_id: 0, gimmick_tile_type_value: 0, is_movable: 0, position_x: 6, position_y: 20},
        {id: 136, group_id: 1, field_tile_type_id: 3, gimmick_tile_type_id: 0, gimmick_tile_type_value: 0, is_movable: 0, position_x: 7, position_y: 20},
        {id: 137, group_id: 1, field_tile_type_id: 3, gimmick_tile_type_id: 0, gimmick_tile_type_value: 0, is_movable: 0, position_x: 8, position_y: 20},
        {id: 138, group_id: 1, field_tile_type_id: 2, gimmick_tile_type_id: 0, gimmick_tile_type_value: 0, is_movable: 0, position_x: 20, position_y: 20},
        {id: 139, group_id: 1, field_tile_type_id: 2, gimmick_tile_type_id: 0, gimmick_tile_type_value: 0, is_movable: 0, position_x: 21, position_y: 20},
        {id: 140, group_id: 1, field_tile_type_id: 0, gimmick_tile_type_id: 7, gimmick_tile_type_value: 1, is_movable: 1, position_x: 22, position_y: 20},
        {id: 141, group_id: 1, field_tile_type_id: 2, gimmick_tile_type_id: 0, gimmick_tile_type_value: 0, is_movable: 0, position_x: 23, position_y: 20},
        {id: 142, group_id: 1, field_tile_type_id: 2, gimmick_tile_type_id: 0, gimmick_tile_type_value: 0, is_movable: 0, position_x: 24, position_y: 20},
        {id: 143, group_id: 1, field_tile_type_id: 2, gimmick_tile_type_id: 0, gimmick_tile_type_value: 0, is_movable: 0, position_x: 25, position_y: 20},
        {id: 144, group_id: 1, field_tile_type_id: 2, gimmick_tile_type_id: 0, gimmick_tile_type_value: 0, is_movable: 0, position_x: 26, position_y: 20},
        {id: 145, group_id: 1, field_tile_type_id: 2, gimmick_tile_type_id: 0, gimmick_tile_type_value: 0, is_movable: 0, position_x: 27, position_y: 20},
        {id: 146, group_id: 1, field_tile_type_id: 2, gimmick_tile_type_id: 0, gimmick_tile_type_value: 0, is_movable: 0, position_x: 28, position_y: 20},
        {id: 147, group_id: 1, field_tile_type_id: 2, gimmick_tile_type_id: 0, gimmick_tile_type_value: 0, is_movable: 0, position_x: 29, position_y: 20},
        {id: 148, group_id: 1, field_tile_type_id: 0, gimmick_tile_type_id: 2, gimmick_tile_type_value: 0, is_movable: 1, position_x: 6, position_y: 21},
        {id: 149, group_id: 1, field_tile_type_id: 2, gimmick_tile_type_id: 0, gimmick_tile_type_value: 0, is_movable: 0, position_x: 20, position_y: 21},
        {id: 150, group_id: 1, field_tile_type_id: 2, gimmick_tile_type_id: 0, gimmick_tile_type_value: 0, is_movable: 0, position_x: 21, position_y: 21},
        {id: 151, group_id: 1, field_tile_type_id: 2, gimmick_tile_type_id: 0, gimmick_tile_type_value: 0, is_movable: 0, position_x: 23, position_y: 21},
        {id: 152, group_id: 1, field_tile_type_id: 2, gimmick_tile_type_id: 0, gimmick_tile_type_value: 0, is_movable: 0, position_x: 24, position_y: 21},
        {id: 153, group_id: 1, field_tile_type_id: 2, gimmick_tile_type_id: 0, gimmick_tile_type_value: 0, is_movable: 0, position_x: 25, position_y: 21},
        {id: 154, group_id: 1, field_tile_type_id: 2, gimmick_tile_type_id: 0, gimmick_tile_type_value: 0, is_movable: 0, position_x: 26, position_y: 21},
        {id: 155, group_id: 1, field_tile_type_id: 2, gimmick_tile_type_id: 0, gimmick_tile_type_value: 0, is_movable: 0, position_x: 27, position_y: 21},
        {id: 156, group_id: 1, field_tile_type_id: 2, gimmick_tile_type_id: 0, gimmick_tile_type_value: 0, is_movable: 0, position_x: 28, position_y: 21},
        {id: 157, group_id: 1, field_tile_type_id: 2, gimmick_tile_type_id: 0, gimmick_tile_type_value: 0, is_movable: 0, position_x: 29, position_y: 21},
        {id: 158, group_id: 1, field_tile_type_id: 1, gimmick_tile_type_id: 0, gimmick_tile_type_value: 0, is_movable: 1, position_x: 6, position_y: 22},
        {id: 159, group_id: 1, field_tile_type_id: 2, gimmick_tile_type_id: 0, gimmick_tile_type_value: 0, is_movable: 0, position_x: 20, position_y: 22},
        {id: 160, group_id: 1, field_tile_type_id: 2, gimmick_tile_type_id: 0, gimmick_tile_type_value: 0, is_movable: 0, position_x: 21, position_y: 22},
        {id: 161, group_id: 1, field_tile_type_id: 2, gimmick_tile_type_id: 0, gimmick_tile_type_value: 0, is_movable: 0, position_x: 22, position_y: 22},
        {id: 162, group_id: 1, field_tile_type_id: 2, gimmick_tile_type_id: 0, gimmick_tile_type_value: 0, is_movable: 0, position_x: 23, position_y: 22},
        {id: 163, group_id: 1, field_tile_type_id: 2, gimmick_tile_type_id: 0, gimmick_tile_type_value: 0, is_movable: 0, position_x: 24, position_y: 22},
        {id: 164, group_id: 1, field_tile_type_id: 2, gimmick_tile_type_id: 0, gimmick_tile_type_value: 0, is_movable: 0, position_x: 25, position_y: 22},
        {id: 165, group_id: 1, field_tile_type_id: 2, gimmick_tile_type_id: 0, gimmick_tile_type_value: 0, is_movable: 0, position_x: 26, position_y: 22},
        {id: 166, group_id: 1, field_tile_type_id: 2, gimmick_tile_type_id: 0, gimmick_tile_type_value: 0, is_movable: 0, position_x: 27, position_y: 22},
        {id: 167, group_id: 1, field_tile_type_id: 2, gimmick_tile_type_id: 0, gimmick_tile_type_value: 0, is_movable: 0, position_x: 28, position_y: 22},
        {id: 168, group_id: 1, field_tile_type_id: 2, gimmick_tile_type_id: 0, gimmick_tile_type_value: 0, is_movable: 0, position_x: 29, position_y: 22},
        {id: 169, group_id: 1, field_tile_type_id: 1, gimmick_tile_type_id: 0, gimmick_tile_type_value: 0, is_movable: 1, position_x: 6, position_y: 23},
        {id: 170, group_id: 1, field_tile_type_id: 2, gimmick_tile_type_id: 0, gimmick_tile_type_value: 0, is_movable: 0, position_x: 20, position_y: 23},
        {id: 171, group_id: 1, field_tile_type_id: 2, gimmick_tile_type_id: 0, gimmick_tile_type_value: 0, is_movable: 0, position_x: 21, position_y: 23},
        {id: 172, group_id: 1, field_tile_type_id: 2, gimmick_tile_type_id: 0, gimmick_tile_type_value: 0, is_movable: 0, position_x: 22, position_y: 23},
        {id: 173, group_id: 1, field_tile_type_id: 2, gimmick_tile_type_id: 0, gimmick_tile_type_value: 0, is_movable: 0, position_x: 23, position_y: 23},
        {id: 174, group_id: 1, field_tile_type_id: 2, gimmick_tile_type_id: 0, gimmick_tile_type_value: 0, is_movable: 0, position_x: 24, position_y: 23},
        {id: 175, group_id: 1, field_tile_type_id: 2, gimmick_tile_type_id: 0, gimmick_tile_type_value: 0, is_movable: 0, position_x: 25, position_y: 23},
